institution_name,year,document_type,comparison_budget_total,comparison_metric_code,budget_total,income_total,expense_total,current_year_income_total,current_year_expense_total,fiscal_appropriation_income,general_public_budget_appropriation_income,government_fund_budget_appropriation_income,general_public_budget_fiscal_appropriation,undertaking_income,other_income,non_fiscal_surplus_used,carryover_from_previous_year,carryover_to_next_year,current_year_fiscal_appropriation_expense,education_expense,science_technology_expense,social_security_employment_expense,health_expense,housing_security_expense,resource_exploration_industry_information_expense,energy_conservation_environmental_protection_expense,source_types,source_urls,source_pdfs,metric_codes_available,verified_any
浙江大学,2022,budget,261.025438,budget_total,261.025438,,,160.131873,160.032462,,41.588705,,,91.5,27.043168,,100.893565,100.992976,,,,,,,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/62/8a/f6904e544576bc6ceeee757280cd/f810ce9f-72d0-4b92-a410-5906ce1b2e69.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_2022_budget_2696fab3.pdf,budget_total; carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; general_public_budget_appropriation_income; other_income; undertaking_income,False
浙江大学,2023,budget,309.012181,budget_total,309.012181,,,177.523675,189.796529,,37.042284,,,93.6336,46.847791,3.458,128.030506,119.215652,,,,,,,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/7e/62/9bf083904c4e9819d7f276b7450d/d1ecd9de-aaaf-4a08-9dbe-57ccce291eeb.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_2023_budget_3297dba6.pdf,budget_total; carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; general_public_budget_appropriation_income; non_fiscal_surplus_used; other_income; undertaking_income,False
浙江大学,2024,budget,328.808115,budget_total,328.808115,,,195.161838,207.218297,,,,,120.0,37.0,3.598,130.048277,121.589818,38.161838,,,,,,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/02/09/6dc4f620493489da0ec575d99b95/0f62d1b8-d343-47b7-8d50-c1d77f60441a.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_2024_budget_ec9f4c68.pdf,budget_total; carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_fiscal_appropriation_expense; current_year_income_total; non_fiscal_surplus_used; other_income; undertaking_income,False
浙江大学,2025,budget,352.306448,budget_total,352.306448,,,206.594148,223.861277,,41.588648,4.0055,,120.0,41.0,2.8,142.9123,128.445171,45.594148,,,,,,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/7a/55/45f5ab13458eaa9940bdadc1415b/ecf58a04-982f-4206-887a-86a72797dbdf.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_2025_budget_d85426ca.pdf,budget_total; carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_fiscal_appropriation_expense; current_year_income_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; non_fiscal_surplus_used; other_income; undertaking_income,False
浙江大学,2026,budget,382.460182,budget_total,382.460182,,,225.611626,239.314646,,50.816426,4.2952,,122.0,48.5,2.8,154.048556,143.145536,55.111626,,,,,,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/bd/c0/1f37978e4a209b531d74efd3812b/3df95d7c-0be5-42d0-a115-ebbcb7996c7a.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_2026_budget.pdf,budget_total; carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_fiscal_appropriation_expense; current_year_income_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; non_fiscal_surplus_used; other_income; undertaking_income,False
浙江大学,2013,final_account,,,,,,83.339527,76.811844,20.493048,,,,39.77757,22.926882,,42.188428,,,,,,,1.10312,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/9d/a3/3fff47ec4d11bb7428e6a6730974/c1012cfb-fa6f-48e2-b321-9baacff49aad.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_unknown_year_final_account_0b8a3e29.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; fiscal_appropriation_income; housing_security_expense; other_income; undertaking_income,False
浙江大学,2014,final_account,,,,,,109.077069,70.928647,27.134582,,,,42.116872,39.574486,,47.343335,,,67.61888,1.947875,,,1.2948,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/0e/b3/7a9b09b542a0b8cfa8f12cf17b1d/982ab81c-9b5e-4b68-8555-0c51036a39a8.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_unknown_year_final_account_b5897328.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; other_income; science_technology_expense; undertaking_income,False
浙江大学,2015,final_account,,,,,,110.489787,82.797533,30.770829,,,,44.566516,34.946952,,46.225851,,,77.485595,3.695726,,,1.437628,,,official_pdf,https://www.zju.edu.cn/_upload/article/files/f0/31/78786481405ea1e6abcc7f593772/bc0c4996-15f6-4e19-aa67-f6959e30330e.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_unknown_year_final_account_0ab78574.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; other_income; science_technology_expense; undertaking_income,False
浙江大学,2016,final_account,,,,,,123.422336,89.975888,33.676832,,,,46.351168,43.164212,,47.644451,,,86.212898,2.083363,,,1.609288,,0.05,official_pdf,https://www.zju.edu.cn/_upload/article/files/52/92/6808c1bf4b1e81251e587c701103/a0f43e2a-a079-44cd-819b-1c8a65a99732.pdf; https://www.zju.edu.cn/_upload/article/files/e1/86/d2384548461d9014ead9ec3e3767/15730826-ec1b-4ae6-9ca3-1b8b02f6fe4b.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_unknown_year_final_account_0907eb10.pdf; /Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/zju_unknown_year_final_account_ef8d85d9.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; energy_conservation_environmental_protection_expense; fiscal_appropriation_income; housing_security_expense; other_income; science_technology_expense; undertaking_income,False
清华大学,2013,budget,113.772518,income_total,,113.772518,113.772518,113.772518,113.772518,,,,,32.5854,53.5924,,,,,,,,,,,,official_pdf,https://www.tsinghua.edu.cn/__local/A/16/38/FA960BFE565CB4001A760683A74_483ECB25_5E31D.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2013_budget_2fa6ae16.pdf,current_year_expense_total; current_year_income_total; expense_total; income_total; other_income; undertaking_income,False
清华大学,2014,budget,164.138104,income_total,,164.138104,164.138104,126.018104,147.076404,34.093804,,,,72.7111,19.2132,,38.12,17.0617,,129.311992,3.91149,0.112622,,2.3725,,,official_pdf,https://www.tsinghua.edu.cn/__local/C/75/6A/281650543C50EAC66ED854A4B06_F520E119_6E15D.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2014_budget_ca8c822d.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; fiscal_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2015,budget,174.947829,income_total,,174.947829,174.947829,139.418413,142.147829,,40.679713,,,77.0194,21.7193,,35.529416,32.8,,120.469582,5.727525,0.700922,,2.4168,,,official_pdf,https://www.tsinghua.edu.cn/__local/C/9E/BC/DCA69C287C67D000BDBDFD76B2C_4BCC29F5_3FE3D.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2015_budget_1cf5a905.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2016,budget,182.171592,income_total,,182.171592,182.171592,139.029918,142.171592,,29.909018,,,80.2487,28.8722,,43.141674,40.0,,120.420792,5.13648,0.843622,,2.672598,,,official_pdf,https://www.tsinghua.edu.cn/__local/9/F3/A2/00AF04F2F32465DD473B3C47040_3C3537CB_41FA5.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2016_budget_138cfa41.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2017,budget,233.347645,income_total,,233.347645,233.347645,170.677972,193.347645,,50.037282,,,87.815,32.82569,,62.669673,40.0,,168.97719,6.516862,0.947489,,2.95559,,0.009075,official_pdf,https://www.tsinghua.edu.cn/__local/8/8F/19/0576A4D72C17B710DB08C81BB08_A7B0DFDA_4285F.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2017_budget_0deef9a0.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; energy_conservation_environmental_protection_expense; expense_total; general_public_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2018,budget,269.452186,income_total,,269.452186,269.452186,196.737629,216.310265,,50.830597,0.8088,,103.704976,41.393256,,72.714557,53.141921,,192.097773,5.726284,1.05,,3.180863,,,official_pdf,https://www.tsinghua.edu.cn/__local/0/00/C1/9E980D46617EC25751411575C58_F3776480_46422.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2018_budget_d906de12.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2019,budget,297.208933,income_total,,297.208933,297.208933,218.941932,243.463161,,54.115549,0.3035,,116.112809,48.410074,,78.267001,53.745772,,212.324224,5.929137,3.803408,17.494267,3.771858,,,official_pdf,https://www.tsinghua.edu.cn/__local/0/21/F8/A53852D08550BC835A4C5AEF1EF_8580EA91_443BE.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2019_budget_139dc813.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; health_expense; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2020,budget,310.716472,income_total,,310.716472,310.716472,226.016819,230.020111,,,,,121.15808,58.686704,,84.699653,80.696361,,194.866446,7.66503,3.803408,19.612488,3.978236,0.092772,,official_pdf,https://www.tsinghua.edu.cn/__local/D/8C/A7/7757FD9321FD04AA3505E3EC647_12D89842_44094.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2020_budget_c0aa431c.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; health_expense; housing_security_expense; income_total; other_income; resource_exploration_industry_information_expense; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2021,budget,317.283147,income_total,,317.283147,317.283147,228.811898,242.448131,,43.653759,0.8405,,126.495228,57.822411,,88.471249,74.835016,,209.848602,8.135347,3.379964,16.664073,4.295986,0.095759,,official_pdf,https://www.tsinghua.edu.cn/__local/F/52/59/54CD7918086E89150DA9A035F01_511179F0_81784.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2021_budget_fa9887d0.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; health_expense; housing_security_expense; income_total; other_income; resource_exploration_industry_information_expense; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2022,budget,362.112315,income_total,,362.112315,362.112315,255.752462,288.26768,,57.321395,0.63625,,137.198717,60.5961,0.05978,106.300073,73.844635,,250.192108,8.618137,6.558364,17.008657,4.761365,1.105979,,official_pdf,https://www.tsinghua.edu.cn/__local/4/F4/9A/3E64F0017D611E4121DE49315B8_7F0D6877_17AF15.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2022_budget_75b77eef.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; health_expense; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; resource_exploration_industry_information_expense; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2023,budget,410.926656,income_total,,410.926656,410.926656,285.680893,329.180035,,47.074962,0.54665,,154.869599,83.189682,0.03678,125.208983,81.746621,,291.541265,7.752442,6.000536,18.126516,5.250488,0.482745,,official_pdf,https://www.tsinghua.edu.cn/__local/4/6D/2B/402AE299C2BAC1C7FA4AC942C83_6598C762_644C6.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2023_budget_f53ab17d.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; health_expense; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; resource_exploration_industry_information_expense; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2024,budget,385.692317,income_total,,385.692317,385.692317,282.047694,313.897111,,49.756658,0.18625,,162.477732,69.627054,0.039654,103.604969,71.795206,,274.622405,7.432697,4.262475,20.750906,5.57323,1.236642,,official_pdf,https://www.tsinghua.edu.cn/__local/6/63/0F/1D7DC256140AE0C3998E77B5981_FFBE952D_98A7B.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2024_budget_df7c7e35.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; health_expense; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; resource_exploration_industry_information_expense; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2025,budget,395.177127,income_total,,395.177127,395.177127,291.558966,321.540122,,51.54884,3.35321,,166.567405,70.089511,0.471548,103.146613,73.637005,,278.873493,7.590477,4.806375,23.578451,5.617086,1.059389,,official_pdf,https://www.tsinghua.edu.cn/__local/4/CE/D9/1D5CCA339C64A8CC1B89FDA33FA_7F6DD4F6_90319.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2025_budget_f975919c.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; health_expense; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; resource_exploration_industry_information_expense; science_technology_expense; social_security_employment_expense; undertaking_income,False
清华大学,2026,budget,403.927363,income_total,,403.927363,403.927363,297.593714,332.195391,,53.007561,6.1067,,166.613561,71.865892,0.033398,106.300251,71.731972,,290.343943,7.274568,4.812539,22.7425,5.689564,1.253731,,official_pdf,https://www.tsinghua.edu.cn/__local/B/DA/82/5C6F131EE6AB26E752548AD706D_9E6258EF_9DAAD.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/tsinghua_2026_budget.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; health_expense; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; resource_exploration_industry_information_expense; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2014,budget,53.491293,income_total,,53.491293,53.491293,41.132253,41.564993,,,,,21.0,4.2846,,12.35904,11.9263,,,,,,0.6506,,,official_pdf,local://xjtu/2014预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2014预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; expense_total; housing_security_expense; income_total; other_income; undertaking_income,False
西安交通大学,2015,budget,63.775269,income_total,,63.775269,63.775269,48.349475,50.407903,,19.890175,,,21.209,7.2503,,15.425794,13.367366,,47.070827,2.77791,0.008066,,0.5511,,,official_pdf,local://xjtu/2015预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2015预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2016,budget,56.372289,income_total,,56.372289,56.372289,40.633868,40.883157,,16.272868,,,20.114,4.247,,15.738421,15.489132,,38.483349,1.321116,0.008066,,1.070626,,,official_pdf,local://xjtu/2016预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2016预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2017,budget,70.439619,income_total,,70.439619,70.439619,52.947198,53.282241,,23.342998,,,24.6,5.0042,,17.492421,17.157378,,51.429159,1.06373,0.008626,,0.780726,,,official_pdf,local://xjtu/2017预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2017预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2018,budget,80.394564,income_total,,80.394564,80.394564,58.259635,58.54187,,25.395435,,,27.76,5.1042,,22.134929,21.852694,,56.86533,0.853888,0.008626,,0.814026,,,official_pdf,local://xjtu/2018预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2018预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2019,budget,88.170784,income_total,,88.170784,88.170784,61.757001,62.13626,27.243711,,,,31.0,3.51329,,26.413783,26.034524,,59.446539,0.94166,0.008626,,1.584093,,,official_pdf,local://xjtu/2019预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2019预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; fiscal_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2020,budget,101.162665,income_total,,101.162665,101.162665,66.772402,67.333831,,,,,36.0,4.18,,34.390263,33.828834,,62.846732,2.65597,0.008626,,1.684093,,,official_pdf,local://xjtu/2020预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2020预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2022,budget,133.719752,income_total,,133.719752,133.719752,84.869099,85.582863,,30.790124,0.018975,,45.56,8.5,,48.850653,48.136889,,79.35029,2.529123,1.77201,,1.908752,,,official_pdf,local://xjtu/2022预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2022预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2023,budget,146.288696,income_total,,146.288696,146.288696,87.176811,94.919673,,29.410768,0.018375,,44.0,13.747668,5.37,53.741885,51.369023,,87.45814,2.110825,3.133825,,2.198282,,,official_pdf,local://xjtu/2023预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2023预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2024,budget,160.983609,income_total,,160.983609,160.983609,95.226944,98.062472,,31.208569,0.018375,,53.0,11.0,7.0,58.756665,62.921137,,90.140655,2.370115,3.196572,,2.336755,,,official_pdf,local://xjtu/2024预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2024预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2025,budget,172.986438,income_total,,172.986438,172.986438,107.246342,112.797808,,33.581617,1.164725,,59.0,13.5,2.6,63.140096,60.18863,,104.188619,2.437641,3.6968,,2.460023,,,official_pdf,local://xjtu/2025预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2025预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; housing_security_expense; income_total; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2026,budget,185.557951,income_total,,185.557951,185.557951,113.319911,116.394578,,37.18776,0.007425,,64.0,12.124726,,72.23804,69.163373,,105.639859,3.804553,4.036546,,2.906191,,,official_pdf,local://xjtu/2026预算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2026预算.pdf,carryover_from_previous_year; carryover_to_next_year; current_year_expense_total; current_year_income_total; education_expense; expense_total; general_public_budget_appropriation_income; government_fund_budget_appropriation_income; housing_security_expense; income_total; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2013,final_account,,,,,,30.643141,29.144434,14.079946,,,,13.488779,2.592864,,12.699368,,,,,,,0.529183,,,official_pdf,local://xjtu/2013决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2013决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; fiscal_appropriation_income; housing_security_expense; other_income; undertaking_income,False
西安交通大学,2014,final_account,,,,,,36.205328,32.443871,16.859342,,,,15.563092,3.043554,,13.947881,,,,,,,0.654139,,,official_pdf,local://xjtu/2014决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2014决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; fiscal_appropriation_income; housing_security_expense; other_income; undertaking_income,False
西安交通大学,2015,final_account,,,,,,42.872332,42.047156,22.81133,,,,15.461075,4.056347,,16.210585,,,,,,,0.739689,,,official_pdf,local://xjtu/2015决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2015决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; fiscal_appropriation_income; housing_security_expense; other_income; undertaking_income,False
西安交通大学,2016,final_account,,,,,,51.710861,38.217522,23.059471,,,,18.843257,9.189085,,15.191305,,,36.369977,0.810348,0.008066,,1.008725,,,official_pdf,local://xjtu/2016决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2016决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2017,final_account,,,,,,52.275103,47.47848,24.086592,,,,22.747622,4.985015,,23.216752,,,45.049748,1.167565,0.008686,,1.168209,,,official_pdf,local://xjtu/2017决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2017决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2018,final_account,,,,,,57.942967,52.546756,25.886141,,,,27.039344,4.728962,,,,,50.240707,1.026382,0.008626,,1.266383,,,official_pdf,local://xjtu/2018决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2018决算.pdf,current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2019,final_account,,,,,,73.028166,63.783652,27.456697,,,,35.393121,9.564873,,28.917609,,,61.398851,0.855329,0.008982,,1.465362,,,official_pdf,local://xjtu/2019决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2019决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2020,final_account,,,,,,73.733538,98.573986,26.806516,,,,36.687408,9.531131,33.07389,34.970718,,,94.338748,2.42916,0.008626,,1.659042,,,official_pdf,local://xjtu/2020决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2020决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2021,final_account,,,,,,89.888451,95.222765,32.833536,,,,38.727073,16.876829,17.306272,40.434468,,,91.105939,2.301252,0.002304,,1.81327,,,official_pdf,local://xjtu/2021决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2021决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2022,final_account,,,,,,78.659947,79.492808,30.880116,,,,39.507936,7.784016,9.66415,48.318565,,,68.709035,1.9349,6.944212,,1.882199,,,official_pdf,local://xjtu/2022决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2022决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2023,final_account,,,,,,90.275779,88.652475,32.405043,,,,46.098353,10.598567,8.676342,53.826865,,,79.269685,1.640535,5.60904,,2.114614,,,official_pdf,local://xjtu/2023决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2023决算.pdf,carryover_from_previous_year; current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
西安交通大学,2024,final_account,,,,,,105.970211,104.285712,41.380316,,,,55.620711,8.969184,8.36555,,,,96.637222,2.325737,3.119584,,2.184794,,,official_pdf,local://xjtu/2024决算.pdf,/Users/adam/projects/statistics/budget_uni/data/raw/official/pdfs/xjtu/2024决算.pdf,current_year_expense_total; current_year_income_total; education_expense; fiscal_appropriation_income; housing_security_expense; non_fiscal_surplus_used; other_income; science_technology_expense; social_security_employment_expense; undertaking_income,False
